label,message
ham,Please bring your laptop for tomorrow's lab session. Thank you.
spam,You are our lucky winner for a smartwatch. Send your code 9383 to receive it.
ham,Happy birthday Fatima! Hope you have a great day. Please respond soon.
ham,"Hi Ali, can we meet tomorrow at 12 PM to discuss the project?"
ham,Happy birthday Fatima! Hope you have a great day.
spam,Alert: unusual login attempt detected. Update your password immediately to secure account. Let me know.
ham,Reminder: our class presentation is scheduled for Wednesday at 6 PM.
spam,Your subscription payment failed. Update billing information now to keep service active. Thank you.
ham,Can you review the assignment before I submit it tonight? Check your inbox for details.
spam,Win cash today! Text WIN to 1376 and get entered in the grand draw. Please respond soon.
ham,Reminder: our class presentation is scheduled for Tuesday at 4:15 PM.
ham,Reminder: our class presentation is scheduled for Wednesday at 9 AM. Thank you.
spam,"Your loan request is pre-approved up to $5,000. Apply now with instant confirmation."
ham,Reminder: our class presentation is scheduled for Wednesday at 9 AM. Please respond soon.
ham,The team meeting has been moved to Saturday. Please confirm your availability. This message is important.
ham,Reminder: our class presentation is scheduled for Monday at 4:15 PM. Thank you.
ham,Happy birthday Ali! Hope you have a great day.
ham,Please submit your project proposal before the deadline. Let me know.
ham,Your appointment is confirmed for Monday at 6 PM. Please arrive 10 minutes early. Please respond soon.
ham,Reminder: our class presentation is scheduled for Monday at 9 AM.
ham,"Hi Usman, can we meet tomorrow at 10:30 AM to discuss the project?"
spam,"Exclusive deal just for you: earn Rs 100,000 from home with no experience required. Please respond soon."
ham,Your appointment is confirmed for Wednesday at 2 PM. Please arrive 10 minutes early. Please respond soon.
ham,Happy birthday Ali! Hope you have a great day. Please respond soon.
spam,Win cash today! Text WIN to 2215 and get entered in the grand draw.
ham,Your appointment is confirmed for Friday at 2 PM. Please arrive 10 minutes early. Please respond soon.
ham,"Hi Noor, can we meet tomorrow at 6 PM to discuss the project?"
spam,Your ATM card has been blocked. Submit verification to reactivate immediately. Please respond soon.
ham,"I will be late due to traffic, but I should reach in about 20 minutes. This message is important."
ham,The invoice has been received and forwarded to the finance department. Please respond soon.
ham,Happy birthday Ayesha! Hope you have a great day. Please respond soon.
ham,"Hi Hassan, can we meet tomorrow at 2 PM to discuss the project? Check your inbox for details."
ham,Happy birthday Ayesha! Hope you have a great day. Thank you.
ham,The team meeting has been moved to Wednesday. Please confirm your availability. This message is important.
ham,Your appointment is confirmed for Thursday at 2 PM. Please arrive 10 minutes early.
spam,"URGENT: Your account has been selected for a $2,500 bonus. Confirm your details today."
ham,Reminder: our class presentation is scheduled for Wednesday at 4:15 PM. Let me know.
spam,Win cash today! Text WIN to 7730 and get entered in the grand draw.
spam,"Congratulations Fatima, you have won a gift card. Claim your reward now by replying YES."
ham,Reminder: our class presentation is scheduled for Tuesday at 10:30 AM.
ham,"Hi Bilal, can we meet tomorrow at 2 PM to discuss the project? Let me know."
ham,"Hi Hassan, can we meet tomorrow at 12 PM to discuss the project?"
ham,Reminder: our class presentation is scheduled for Thursday at 9 AM. Please respond soon.
ham,The invoice has been received and forwarded to the finance department. Check your inbox for details.
ham,The team meeting has been moved to Wednesday. Please confirm your availability. Let me know.
spam,Win cash today! Text WIN to 7178 and get entered in the grand draw.
ham,Your appointment is confirmed for Tuesday at 2 PM. Please arrive 10 minutes early.
ham,"Hi Ali, can we meet tomorrow at 4:15 PM to discuss the project?"
spam,Win cash today! Text WIN to 6425 and get entered in the grand draw.
ham,Reminder: our class presentation is scheduled for Thursday at 12 PM. Please respond soon.
ham,Your appointment is confirmed for Wednesday at 4:15 PM. Please arrive 10 minutes early.
spam,Win cash today! Text WIN to 5369 and get entered in the grand draw.
ham,I am working on the dataset cleaning part and will finish it by tonight. Check your inbox for details.
ham,Please bring your laptop for tomorrow's lab session.
ham,Reminder: our class presentation is scheduled for Saturday at 2 PM. Please respond soon.
spam,"Congratulations Ayesha, you have won a tablet. Claim your reward now by replying YES. Let me know."
spam,Win cash today! Text WIN to 7510 and get entered in the grand draw.
ham,"Hi Ahmed, can we meet tomorrow at 9 AM to discuss the project? Thank you."
ham,Happy birthday Ayesha! Hope you have a great day. This message is important.
spam,Win cash today! Text WIN to 1945 and get entered in the grand draw.
spam,"Congratulations Ahmed, you have won a tablet. Claim your reward now by replying YES. Thank you."
ham,Your appointment is confirmed for Thursday at 4:15 PM. Please arrive 10 minutes early. Let me know.
ham,"Hi Sara, can we meet tomorrow at 6 PM to discuss the project?"
spam,"URGENT: Your account has been selected for a Rs 100,000 bonus. Confirm your details today."
ham,Happy birthday Zara! Hope you have a great day. Let me know.
spam,Win cash today! Text WIN to 5166 and get entered in the grand draw.
spam,Hot deal: buy one get one free on luxury items. Offer expires soon. Check your inbox for details.
ham,Reminder: our class presentation is scheduled for Wednesday at 9 AM. Check your inbox for details.
spam,Win cash today! Text WIN to 1916 and get entered in the grand draw.
spam,Alert: unusual login attempt detected. Update your password immediately to secure account. This message is important.
ham,Your appointment is confirmed for Thursday at 9 AM. Please arrive 10 minutes early.
ham,Happy birthday Noor! Hope you have a great day. Let me know.
ham,Could you send me the notes from yesterday's NLP lecture? This message is important.
spam,"Congratulations Hassan, you have won a cash reward. Claim your reward now by replying YES."
ham,Reminder: our class presentation is scheduled for Saturday at 10:30 AM.
ham,Your appointment is confirmed for Monday at 10:30 AM. Please arrive 10 minutes early. Check your inbox for details.
ham,Reminder: our class presentation is scheduled for Thursday at 10:30 AM. Check your inbox for details.
spam,"URGENT: Your account has been selected for a $1,000 bonus. Confirm your details today. Check your inbox for details."
spam,Win cash today! Text WIN to 6833 and get entered in the grand draw.
ham,"Hi Bilal, can we meet tomorrow at 6 PM to discuss the project? Please respond soon."
spam,Limited time offer! Get 60% off on premium membership. Act before midnight. Check your inbox for details.
spam,"Congratulations Ahmed, you have won a shopping voucher. Claim your reward now by replying YES."
ham,Please find the meeting notes attached and share your feedback when possible. Please respond soon.
ham,Your appointment is confirmed for Saturday at 2 PM. Please arrive 10 minutes early. Check your inbox for details.
spam,"URGENT: Your account has been selected for a Rs 50,000 bonus. Confirm your details today. Let me know."
ham,Your appointment is confirmed for Monday at 6 PM. Please arrive 10 minutes early.
spam,Your ATM card has been blocked. Submit verification to reactivate immediately.
spam,Limited time offer! Get 90% off on premium membership. Act before midnight. Let me know.
spam,You are our lucky winner for a cash reward. Send your code 8250 to receive it. Let me know.
ham,Reminder: our class presentation is scheduled for Wednesday at 12 PM.
ham,Reminder: our class presentation is scheduled for Friday at 2 PM. Check your inbox for details.
spam,Win cash today! Text WIN to 5918 and get entered in the grand draw.
spam,Win cash today! Text WIN to 8119 and get entered in the grand draw.
spam,You are our lucky winner for a holiday package. Send your code 4515 to receive it.
spam,Win cash today! Text WIN to 1977 and get entered in the grand draw. This message is important.
spam,"Your loan request is pre-approved up to $1,000. Apply now with instant confirmation. This message is important."
ham,Your appointment is confirmed for Monday at 2 PM. Please arrive 10 minutes early. Thank you.
spam,"Congratulations Noor, you have won a gift card. Claim your reward now by replying YES."
ham,Reminder: our class presentation is scheduled for Thursday at 10:30 AM. This message is important.
ham,"Hi Ali, can we meet tomorrow at 2 PM to discuss the project? Thank you."
ham,Reminder: our class presentation is scheduled for Tuesday at 6 PM. Thank you.
spam,"Exclusive deal just for you: earn Rs 100,000 from home with no experience required. Check your inbox for details."
ham,Reminder: our class presentation is scheduled for Saturday at 2 PM. Check your inbox for details.
spam,"Your loan request is pre-approved up to Rs 50,000. Apply now with instant confirmation. Please respond soon."
ham,Your appointment is confirmed for Thursday at 10:30 AM. Please arrive 10 minutes early.
spam,"Congratulations Ali, you have won a tablet. Claim your reward now by replying YES."
spam,"Congratulations Zara, you have won a gift card. Claim your reward now by replying YES. This message is important."
ham,The team meeting has been moved to Monday. Please confirm your availability. Check your inbox for details.
spam,You are our lucky winner for a cash reward. Send your code 7511 to receive it. This message is important.
spam,"URGENT: Your account has been selected for a $5,000 bonus. Confirm your details today."
spam,You are our lucky winner for a free iPhone. Send your code 7861 to receive it.
spam,"Congratulations Bilal, you have won a shopping voucher. Claim your reward now by replying YES. Thank you."
ham,"Hi Ahmed, can we meet tomorrow at 12 PM to discuss the project? This message is important."
spam,You are our lucky winner for a shopping voucher. Send your code 3653 to receive it. Check your inbox for details.
spam,"Congratulations Zara, you have won a smartwatch. Claim your reward now by replying YES."
ham,Your appointment is confirmed for Thursday at 4:15 PM. Please arrive 10 minutes early.
spam,You are our lucky winner for a holiday package. Send your code 7251 to receive it.
ham,Reminder: our class presentation is scheduled for Thursday at 10:30 AM. Thank you.
spam,Limited time offer! Get 60% off on premium membership. Act before midnight. This message is important.
spam,"Congratulations! You qualify for a government relief payment of Rs 50,000. Register now."
spam,You are our lucky winner for a gift card. Send your code 3246 to receive it.
ham,Happy birthday Noor! Hope you have a great day. This message is important.
spam,Win cash today! Text WIN to 1317 and get entered in the grand draw. Thank you.
spam,You are our lucky winner for a free iPhone. Send your code 2854 to receive it. Let me know.
spam,"URGENT: Your account has been selected for a Rs 100,000 bonus. Confirm your details today. Check your inbox for details."
spam,"Dear user, your package delivery is pending. Pay a small fee to release shipment. Thank you."
ham,Please find the meeting notes attached and share your feedback when possible. This message is important.
spam,Exclusive deal just for you: earn $500 from home with no experience required. Please respond soon.
spam,Your subscription payment failed. Update billing information now to keep service active. Please respond soon.
spam,Win cash today! Text WIN to 6105 and get entered in the grand draw.
ham,Your appointment is confirmed for Thursday at 6 PM. Please arrive 10 minutes early. Please respond soon.
spam,"Exclusive deal just for you: earn $5,000 from home with no experience required."
spam,You are our lucky winner for a gift card. Send your code 1199 to receive it.
spam,Win cash today! Text WIN to 2688 and get entered in the grand draw. Please respond soon.
ham,"Hi Zara, can we meet tomorrow at 12 PM to discuss the project? This message is important."
spam,You are our lucky winner for a smartwatch. Send your code 1124 to receive it. Thank you.
spam,Win cash today! Text WIN to 1003 and get entered in the grand draw.
ham,"Hi Bilal, can we meet tomorrow at 2 PM to discuss the project?"
ham,"Hi Hassan, can we meet tomorrow at 6 PM to discuss the project? Thank you."
ham,Reminder: our class presentation is scheduled for Thursday at 6 PM.
spam,"Your loan request is pre-approved up to $2,500. Apply now with instant confirmation. This message is important."
spam,Flash sale! Claim a free smartphone after completing a short form. Please respond soon.
ham,Happy birthday Noor! Hope you have a great day. Thank you.
spam,You are our lucky winner for a gift card. Send your code 6747 to receive it.
ham,Your appointment is confirmed for Tuesday at 2 PM. Please arrive 10 minutes early. Please respond soon.
spam,You are our lucky winner for a laptop. Send your code 4511 to receive it.
spam,"Congratulations Zara, you have won a cash reward. Claim your reward now by replying YES. Check your inbox for details."
ham,"Hi Fatima, can we meet tomorrow at 10:30 AM to discuss the project?"
spam,Your subscription payment failed. Update billing information now to keep service active.
spam,"URGENT: Your account has been selected for a $1,000 bonus. Confirm your details today. Please respond soon."
spam,Win cash today! Text WIN to 7274 and get entered in the grand draw.
spam,You are our lucky winner for a holiday package. Send your code 6344 to receive it. Please respond soon.
spam,You are our lucky winner for a laptop. Send your code 4990 to receive it. Thank you.
ham,"Hi Ayesha, can we meet tomorrow at 9 AM to discuss the project? This message is important."
spam,"Congratulations Ayesha, you have won a tablet. Claim your reward now by replying YES. Thank you."
ham,The password for the lab computer has been updated by the admin team. Let me know.
ham,Reminder: our class presentation is scheduled for Monday at 10:30 AM. Let me know.
ham,Reminder: our class presentation is scheduled for Tuesday at 6 PM. Let me know.
spam,You are our lucky winner for a tablet. Send your code 4849 to receive it.
spam,You are our lucky winner for a laptop. Send your code 4743 to receive it.
spam,Win cash today! Text WIN to 3389 and get entered in the grand draw.
spam,Hot deal: buy one get one free on luxury items. Offer expires soon.
ham,Happy birthday Hassan! Hope you have a great day. Please respond soon.
spam,Win cash today! Text WIN to 3406 and get entered in the grand draw.
spam,"Congratulations! You qualify for a government relief payment of Rs 100,000. Register now. Thank you."
ham,Your appointment is confirmed for Saturday at 4:15 PM. Please arrive 10 minutes early. Check your inbox for details.
spam,You have been nominated for a cash prize. Reply with your full name to proceed. Please respond soon.
spam,"Congratulations Ali, you have won a gift card. Claim your reward now by replying YES. Check your inbox for details."
spam,You are our lucky winner for a tablet. Send your code 8889 to receive it. Check your inbox for details.
ham,"Hi Ali, can we meet tomorrow at 10:30 AM to discuss the project?"
spam,"URGENT: Your account has been selected for a Rs 100,000 bonus. Confirm your details today. Please respond soon."
ham,Reminder: our class presentation is scheduled for Wednesday at 4:15 PM.
ham,"Hi Ali, can we meet tomorrow at 2 PM to discuss the project?"
spam,"Dear user, your package delivery is pending. Pay a small fee to release shipment. Please respond soon."
spam,Win cash today! Text WIN to 5962 and get entered in the grand draw. Check your inbox for details.
spam,"Congratulations! You qualify for a government relief payment of Rs 100,000. Register now. Please respond soon."
spam,Important security notice: confirm your identity or your account will be locked. Check your inbox for details.
spam,You are our lucky winner for a laptop. Send your code 3455 to receive it.
spam,"Congratulations! You qualify for a government relief payment of Rs 100,000. Register now."
spam,You are our lucky winner for a gift card. Send your code 1669 to receive it. Check your inbox for details.
ham,"Hi Fatima, can we meet tomorrow at 9 AM to discuss the project? Thank you."
spam,Hot deal: buy one get one free on luxury items. Offer expires soon. This message is important.
spam,You are our lucky winner for a gift card. Send your code 3014 to receive it.
spam,Win cash today! Text WIN to 3379 and get entered in the grand draw.
ham,Reminder: our class presentation is scheduled for Saturday at 9 AM. Please respond soon.
spam,"Congratulations! You qualify for a government relief payment of Rs 100,000. Register now. Check your inbox for details."
spam,"Exclusive deal just for you: earn $1,000 from home with no experience required. Let me know."
ham,Could you send me the notes from yesterday's NLP lecture? Check your inbox for details.
ham,The team meeting has been moved to Tuesday. Please confirm your availability.
spam,Win cash today! Text WIN to 9108 and get entered in the grand draw. Let me know.
spam,Final notice: Your mailbox storage is full. Verify your account to avoid suspension. Thank you.
spam,You are our lucky winner for a shopping voucher. Send your code 4899 to receive it.
ham,Can you review the assignment before I submit it tonight? Thank you.
ham,Reminder: our class presentation is scheduled for Thursday at 12 PM. Check your inbox for details.
spam,You are our lucky winner for a shopping voucher. Send your code 4371 to receive it.
ham,"Hi Hassan, can we meet tomorrow at 4:15 PM to discuss the project? Please respond soon."
ham,"Hi Ayesha, can we meet tomorrow at 2 PM to discuss the project? Thank you."
ham,"Hi Sara, can we meet tomorrow at 10:30 AM to discuss the project?"
spam,Important security notice: confirm your identity or your account will be locked. Let me know.
ham,Happy birthday Usman! Hope you have a great day.
spam,You are our lucky winner for a shopping voucher. Send your code 7704 to receive it.
ham,Happy birthday Fatima! Hope you have a great day. Thank you.
spam,You have been nominated for a cash prize. Reply with your full name to proceed. Thank you.
spam,Limited time offer! Get 60% off on premium membership. Act before midnight. Thank you.
spam,Win cash today! Text WIN to 5853 and get entered in the grand draw.
ham,"Hi Sara, can we meet tomorrow at 9 AM to discuss the project? This message is important."
ham,Reminder: our class presentation is scheduled for Thursday at 6 PM. Let me know.
ham,We need to test the model again after changing the vectorizer settings. Check your inbox for details.
spam,You are our lucky winner for a holiday package. Send your code 1420 to receive it.
ham,"Hi Usman, can we meet tomorrow at 4:15 PM to discuss the project? Let me know."
spam,"Congratulations Sara, you have won a laptop. Claim your reward now by replying YES."
ham,I have completed the first draft of the report and uploaded it to the shared folder. Check your inbox for details.
spam,Win cash today! Text WIN to 1014 and get entered in the grand draw. Please respond soon.
spam,"Congratulations Ayesha, you have won a holiday package. Claim your reward now by replying YES."
spam,Limited time offer! Get 70% off on premium membership. Act before midnight.
spam,Alert: unusual login attempt detected. Update your password immediately to secure account.
ham,The team meeting has been moved to Thursday. Please confirm your availability. This message is important.
ham,"Hi Ali, can we meet tomorrow at 2 PM to discuss the project? Check your inbox for details."
ham,The team meeting has been moved to Wednesday. Please confirm your availability.
spam,"Your loan request is pre-approved up to $5,000. Apply now with instant confirmation. This message is important."
spam,"Your loan request is pre-approved up to $2,500. Apply now with instant confirmation. Check your inbox for details."
ham,The team meeting has been moved to Saturday. Please confirm your availability. Let me know.
ham,Your appointment is confirmed for Thursday at 6 PM. Please arrive 10 minutes early. Thank you.
spam,Exclusive deal just for you: earn $500 from home with no experience required. Check your inbox for details.
spam,You have been nominated for a cash prize. Reply with your full name to proceed. This message is important.
spam,Win cash today! Text WIN to 1187 and get entered in the grand draw. Please respond soon.
ham,Reminder: our class presentation is scheduled for Monday at 12 PM. Thank you.
spam,Win cash today! Text WIN to 6597 and get entered in the grand draw.
ham,Thanks for your help today. I will send the updated file by evening. Let me know.
